JK,bidikmisi,Sekolah,Kabupaten,Provinsi,Pilihan 1,Pilihan 2,Ranking Sekolah,Nilai Mapel UN,Lulus Pilihan,X1,X2,X3,X5,X6,X7,X8,X9,XT
0,0,471,19,6,12,11,168,85.25,1,10.8,10.7,1.0,10.7,10.7,10.7,10.7,9.4,74.4
0,1,34,61,6,11,3,204,84.78,0,10.8,10.6,1.1,10.6,10.6,10.6,10.6,10.6,75.4
0,1,338,93,6,3,21,106,84.67,0,10.6,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.8
0,1,472,93,6,4,6,187,80.34,0,10.2,10.0,1.0,10.0,10.0,10.0,10.0,11.3,72.6
0,1,358,19,6,9,20,190,83.51,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,9.4,73.1
0,0,273,61,6,10,5,132,84.1,0,10.7,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.9
0,0,12,19,6,17,4,98,80.96,1,9.9,10.1,1.0,10.1,10.1,10.1,10.1,9.4,70.9
0,1,187,15,6,3,28,170,82.97,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.0,73.3
1,1,792,61,6,25,28,42,81.55,0,10.5,10.2,1.1,10.2,10.2,10.2,10.2,10.6,73.2
0,1,187,15,6,9,27,170,83.27,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.0,73.6
0,1,187,15,6,11,28,170,81.87,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,10.0,72.6
0,0,532,61,6,10,6,135,84.22,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.9
0,0,589,93,6,12,28,33,84.57,1,10.6,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.7
1,0,411,19,6,10,6,64,81.75,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,9.4,71.7
1,1,506,19,6,27,28,21,81.57,0,10.3,10.2,1.2,10.2,10.2,10.2,10.2,9.4,71.8
0,1,187,15,6,4,1,170,83.15,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,10.0,72.5
0,0,370,15,6,12,8,102,85.18,1,10.7,10.6,1.0,10.6,10.6,10.6,10.6,10.0,74.9
0,1,187,15,6,9,1,170,82.14,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,10.0,71.8
0,0,472,93,6,11,10,183,79.23,0,10.0,9.9,1.0,9.9,9.9,9.9,9.9,11.3,71.8
0,0,115,93,6,4,28,107,86.14,1,10.8,10.8,1.0,10.8,10.8,10.8,10.8,11.3,76.9
0,0,79,93,6,12,22,12,91.72,1,11.6,11.5,1.0,11.5,11.5,11.5,11.5,11.3,81.2
0,1,268,30,6,21,16,152,81.87,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,70.0
0,0,402,90,8,10,1,135,76.46,0,9.5,9.6,1.0,9.6,9.6,9.6,9.6,7.5,64.8
0,1,187,15,6,3,22,170,82.2,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.0,72.8
0,0,472,93,6,10,11,183,79.33,0,10.0,9.9,1.0,9.9,9.9,9.9,9.9,11.3,71.9
0,1,187,15,6,21,10,170,84.45,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,10.0,74.5
1,0,412,65,6,5,10,131,78.84,0,10.0,9.9,1.0,9.9,9.9,9.9,9.9,10.0,70.2
1,0,533,67,6,10,8,47,76.43,0,9.8,9.6,1.0,9.6,9.6,9.6,9.6,7.5,66.1
1,0,269,37,6,25,10,131,80.79,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.2
0,0,423,50,6,4,28,189,81.58,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.9
0,1,642,65,6,4,5,157,85.14,0,10.4,10.6,1.0,10.6,10.6,10.6,10.6,10.0,74.6
0,1,264,21,6,1,4,133,81.85,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.0
0,0,571,67,6,27,3,125,83.55,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.3
1,0,90,93,6,25,27,55,83.42,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.9
0,1,163,37,6,3,13,92,81.67,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.9
0,0,273,61,6,5,6,132,84.74,1,10.7,10.6,1.0,10.6,10.6,10.6,10.6,10.6,75.3
0,1,268,30,6,27,21,152,80.29,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.8
1,0,652,19,6,6,27,193,85.92,1,10.1,10.7,1.0,10.7,10.7,10.7,10.7,9.4,74.2
0,0,0,68,6,9,28,155,80.93,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.3
0,0,370,15,6,25,13,252,84.64,0,10.7,10.6,1.1,10.6,10.6,10.6,10.6,10.0,74.7
0,0,571,67,6,3,1,125,84.2,0,5.3,5.3,1.0,5.3,5.3,5.3,5.3,3.8,36.4
1,0,383,4,6,1,4,299,82.69,0,5.2,5.2,1.0,5.2,5.2,5.2,5.2,3.8,34.8
0,0,615,19,6,15,6,92,84.74,0,5.3,5.3,1.0,5.3,5.3,5.3,5.3,4.7,37.5
1,1,604,67,6,17,28,87,88.42,0,5.7,5.5,1.0,5.5,5.5,5.5,5.5,3.8,38.1
0,0,383,4,6,22,13,358,82.38,0,5.2,5.1,1.0,5.1,5.1,5.1,5.1,3.8,35.7
0,0,615,19,6,17,22,92,80.79,0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.7,36.0
0,0,192,9,6,17,21,189,80.4,0,5.1,5.0,1.0,5.0,5.0,5.0,5.0,3.8,35.0
0,1,48,15,6,25,10,46,86.57,0,5.5,5.4,1.0,5.4,5.4,5.4,5.4,5.0,38.5
0,0,715,61,6,13,28,74,81.07,0,5.5,5.1,1.0,5.1,5.1,5.1,5.1,5.3,37.1
0,0,645,15,6,10,4,114,84.86,0,5.5,5.3,1.0,5.3,5.3,5.3,5.3,5.0,38.0
0,1,472,93,6,10,21,187,81.65,0,5.2,5.1,1.0,5.1,5.1,5.1,5.1,5.6,37.4
0,0,308,15,6,8,10,108,83.64,0,5.2,5.2,1.0,5.2,5.2,5.2,5.2,5.0,37.4
0,0,472,93,6,10,13,187,80.12,0,5.1,5.0,1.0,5.0,5.0,5.0,5.0,5.6,36.8
0,0,472,93,6,10,5,187,83.35,0,5.3,5.2,1.0,5.2,5.2,5.2,5.2,5.6,38.0
1,0,55,61,6,10,27,131,80.87,0,5.1,5.1,1.1,5.1,5.1,5.1,5.1,5.3,36.8
0,0,19,93,6,11,13,131,83.27,0,5.3,5.2,1.0,5.2,5.2,5.2,5.2,5.6,37.9
0,0,352,67,6,21,9,262,84.58,0,5.4,5.3,1.0,5.3,5.3,5.3,5.3,3.8,36.6
0,1,147,17,7,21,28,50,83.61,0,5.3,5.2,1.0,5.2,5.2,5.2,5.2,3.8,36.2
0,0,645,15,6,10,21,114,86.25,0,5.3,5.4,1.0,5.4,5.4,5.4,5.4,5.0,38.3
0,0,353,19,6,10,6,114,77.5,0,4.8,4.8,1.0,4.8,4.8,4.8,4.8,4.7,34.7
0,0,388,61,6,9,8,44,84.03,0,5.3,5.3,1.0,5.3,5.3,5.3,5.3,5.3,37.9
1,0,615,19,6,11,22,92,83.46,0,5.2,5.2,1.0,5.2,5.2,5.2,5.2,4.7,37.0
0,0,19,93,6,1,6,131,83.23,0,5.3,5.2,1.0,5.2,5.2,5.2,5.2,5.6,36.9
1,1,105,3,6,21,3,66,81.51,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.8
0,1,48,15,6,25,4,46,85.71,0,10.9,10.7,1.0,10.7,10.7,10.7,10.7,10.0,75.4
0,0,429,93,6,25,20,259,83.5,2,10.6,10.4,1.0,10.4,10.4,10.4,10.4,11.3,75.0
0,0,602,93,6,12,11,97,84.62,1,10.7,10.6,1.1,10.6,10.6,10.6,10.6,11.3,75.9
0,0,629,93,6,12,10,126,85.5,1,10.3,10.7,1.0,10.7,10.7,10.7,10.7,11.3,76.0
0,0,143,16,6,4,10,145,80.78,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.1
0,0,359,64,6,9,28,248,79.97,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.6
0,0,340,19,6,27,1,415,80.53,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,9.4,69.9
1,0,204,61,6,12,25,69,85.48,1,10.8,10.7,1.0,10.7,10.7,10.7,10.7,10.6,75.9
0,0,532,61,6,4,17,96,85.58,0,10.7,10.7,1.0,10.7,10.7,10.7,10.7,10.6,75.9
1,1,348,19,6,3,27,184,78.17,0,9.9,9.8,1.0,9.8,9.8,9.8,9.8,9.4,69.1
0,1,292,9,6,4,28,152,82.19,0,10.3,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.2
0,0,394,93,6,10,6,158,86.44,1,11.0,10.8,1.0,10.8,10.8,10.8,10.8,11.3,77.3
1,1,37,19,6,22,11,185,77.0,0,9.7,9.6,1.0,9.6,9.6,9.6,9.6,9.4,68.2
1,1,662,30,6,27,25,61,83.86,0,9.7,10.5,1.0,10.5,10.5,10.5,10.5,7.5,70.7
1,1,475,67,6,5,8,115,82.06,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.2
1,1,264,21,6,5,28,79,80.78,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.2
0,1,714,61,6,12,10,61,89.5,1,10.6,11.2,1.0,11.2,11.2,11.2,11.2,10.6,78.2
0,0,568,84,21,3,1,47,80.06,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.6
0,0,292,9,6,8,28,152,81.02,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.3
1,0,183,11,6,10,22,138,78.32,0,9.8,9.8,1.0,9.8,9.8,9.8,9.8,7.5,67.2
0,1,714,61,6,12,15,61,88.62,1,10.6,11.1,1.0,11.1,11.1,11.1,11.1,10.6,77.6
0,1,155,26,21,7,3,131,90.13,0,11.4,11.3,1.0,11.3,11.3,11.3,11.3,7.5,76.2
0,1,218,30,6,10,4,75,82.31,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.3
0,0,327,93,6,12,10,335,87.55,1,11.1,10.9,1.0,10.9,10.9,10.9,10.9,11.3,78.1
1,0,429,93,6,1,3,259,81.65,0,10.5,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.8
0,0,177,61,6,12,21,236,85.88,1,10.9,10.7,1.0,10.7,10.7,10.7,10.7,10.6,76.2
0,0,602,93,6,12,10,23,83.57,1,10.5,10.4,1.0,10.4,10.4,10.4,10.4,11.3,75.0
0,1,155,26,21,1,25,131,88.33,0,11.2,11.0,1.0,11.0,11.0,11.0,11.0,7.5,73.9
0,1,416,70,6,10,7,252,80.88,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.3
0,0,615,19,6,15,22,92,82.87,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,9.4,72.5
0,0,336,19,6,7,28,215,78.88,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,9.4,69.8
0,0,34,61,6,12,10,204,83.09,1,10.6,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.1
0,1,240,58,6,6,5,73,82.44,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.5
0,0,4,67,6,9,7,263,82.46,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.5
1,0,308,15,6,1,10,108,80.51,0,10.1,10.1,1.0,10.1,10.1,10.1,10.1,10.0,70.5
1,1,690,93,6,24,10,66,80.14,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,11.3,72.5
0,0,652,19,6,4,10,193,84.27,0,10.1,10.5,1.0,10.5,10.5,10.5,10.5,9.4,73.2
1,0,647,15,6,5,8,44,79.38,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,10.0,70.7
1,0,736,93,6,25,27,49,82.16,0,10.1,10.3,1.0,10.3,10.3,10.3,10.3,11.3,73.7
0,0,0,68,6,22,13,155,81.28,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.5
1,0,682,15,6,27,28,68,82.14,0,10.2,10.3,1.0,10.3,10.3,10.3,10.3,10.0,72.6
1,1,219,3,6,10,28,174,80.7,0,10.1,10.1,1.1,10.1,10.1,10.1,10.1,7.5,69.1
0,0,690,93,6,12,8,67,81.89,1,10.6,10.2,1.0,10.2,10.2,10.2,10.2,11.3,74.1
1,1,240,58,6,8,28,73,88.48,0,11.2,11.1,1.0,11.1,11.1,11.1,11.1,7.5,75.0
1,0,682,15,6,27,28,68,82.69,0,11.2,10.3,1.0,10.3,10.3,10.3,10.3,10.0,73.9
0,0,715,61,6,5,10,76,81.04,1,11.2,10.1,1.1,10.1,10.1,10.1,10.1,10.6,73.5
0,1,221,11,6,4,15,126,81.94,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,7.5,70.1
0,0,429,93,6,4,10,259,82.26,0,10.6,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.2
0,1,309,4,6,3,5,66,81.98,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,70.0
0,1,245,61,6,12,0,256,87.9,1,11.2,11.0,1.0,11.0,11.0,11.0,11.0,10.6,76.7
0,0,338,93,6,10,20,104,84.92,2,10.8,10.6,1.0,10.6,10.6,10.6,10.6,11.3,76.1
1,1,642,65,6,4,6,157,81.11,0,10.8,10.1,1.0,10.1,10.1,10.1,10.1,10.0,72.5
0,0,338,93,6,5,10,104,85.46,1,10.8,10.7,1.0,10.7,10.7,10.7,10.7,11.3,76.5
0,0,324,9,6,9,1,212,81.41,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,68.7
0,0,308,15,6,17,6,108,81.66,1,10.3,10.2,1.0,10.2,10.2,10.2,10.2,10.0,72.3
0,1,803,93,6,9,21,12,85.84,0,10.3,10.7,1.0,10.7,10.7,10.7,10.7,11.3,76.2
0,1,232,58,6,8,20,77,79.82,0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.4
0,1,38,58,6,10,5,104,83.05,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.0
1,1,278,11,6,16,1,32,83.44,0,10.7,10.4,1.0,10.4,10.4,10.4,10.4,7.5,72.1
0,1,495,61,6,10,13,93,86.85,0,10.8,10.9,1.0,10.9,10.9,10.9,10.9,10.6,76.8
0,0,175,16,6,9,7,234,82.93,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.8
0,1,429,93,6,11,8,259,81.92,0,10.5,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.9
0,0,452,19,6,27,1,307,80.89,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,9.4,70.1
0,1,48,15,6,22,8,54,87.32,1,11.0,10.9,1.0,10.9,10.9,10.9,10.9,10.0,76.6
0,0,412,65,6,6,28,148,80.74,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,10.0,71.7
0,0,488,59,6,1,28,65,84.56,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,7.5,71.1
1,0,701,64,6,27,17,92,85.3,0,10.7,10.7,1.0,10.7,10.7,10.7,10.7,7.5,72.5
0,0,460,60,2,9,7,186,79.97,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.6
0,1,57,93,6,11,15,121,81.68,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.6
0,1,479,91,2,7,28,205,77.45,0,9.6,9.7,1.0,9.7,9.7,9.7,9.7,7.5,66.5
0,1,495,61,6,5,4,93,86.46,1,10.8,10.8,1.0,10.8,10.8,10.8,10.8,10.6,76.5
1,0,526,67,6,17,8,109,81.11,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.4
1,1,792,61,6,10,15,51,82.07,0,10.2,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.2
1,1,809,61,6,3,1,108,80.03,0,10.2,10.0,1.0,10.0,10.0,10.0,10.0,10.6,71.9
1,0,439,93,6,12,22,177,82.96,1,10.5,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.6
0,1,213,61,6,21,15,44,83.33,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.1
1,1,38,58,6,17,10,104,79.27,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,7.5,68.1
0,0,192,9,6,10,5,189,80.79,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.2
0,1,435,45,2,8,28,171,80.4,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,68.9
0,0,429,93,6,9,10,259,82.18,0,10.6,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.2
1,0,396,19,6,10,25,23,82.48,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,9.4,72.3
0,1,22,61,6,20,15,46,90.09,1,11.3,11.3,1.1,11.3,11.3,11.3,11.3,10.6,79.3
1,0,777,61,6,12,11,24,86.82,1,10.2,10.9,1.0,10.9,10.9,10.9,10.9,10.6,76.1
0,0,450,93,6,10,4,224,84.55,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.8
0,0,344,67,6,27,28,203,84.48,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,7.5,72.0
0,0,452,19,6,9,14,307,80.88,0,10.3,10.1,1.1,10.1,10.1,10.1,10.1,9.4,71.2
0,0,338,93,6,12,9,104,83.39,1,10.5,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.9
1,0,439,93,6,12,9,184,83.24,1,10.5,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.8
0,0,473,76,4,5,6,176,80.8,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.3
0,0,79,93,6,15,22,11,90.19,1,11.3,11.3,1.0,11.3,11.3,11.3,11.3,11.3,80.0
0,1,406,19,6,4,6,82,81.56,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,9.4,71.6
1,0,736,93,6,25,24,49,85.3,0,10.2,10.7,1.0,10.7,10.7,10.7,10.7,11.3,75.8
1,0,19,93,6,6,10,131,83.4,1,10.6,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.9
1,1,722,93,6,10,27,30,76.28,0,10.6,9.5,1.1,9.5,9.5,9.5,9.5,11.3,70.5
0,1,309,4,6,13,5,66,84.04,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.6
0,0,602,93,6,5,15,97,83.4,1,10.6,10.4,1.0,10.4,10.4,10.4,10.4,11.3,75.0
0,0,439,93,6,12,15,184,82.65,1,10.5,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.5
0,0,344,67,6,9,28,203,82.87,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.7
0,0,22,61,6,10,6,51,84.11,0,10.7,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.8
1,0,615,19,6,1,3,91,82.65,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,9.4,72.4
0,0,429,93,6,10,12,109,84.4,2,10.6,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.6
0,0,653,73,4,27,28,52,79.01,0,10.5,9.9,1.0,9.9,9.9,9.9,9.9,7.5,68.4
0,0,429,93,6,12,0,259,82.32,1,10.5,10.3,1.0,10.3,10.3,10.3,10.3,11.3,73.2
0,1,406,19,6,6,28,82,80.59,0,10.1,10.1,1.0,10.1,10.1,10.1,10.1,9.4,70.8
0,0,786,93,6,12,14,16,84.29,1,10.5,10.5,1.0,10.5,10.5,10.5,10.5,11.3,75.4
0,0,495,61,6,15,6,93,85.94,1,10.8,10.7,1.0,10.7,10.7,10.7,10.7,10.6,76.2
0,1,660,18,6,25,1,86,78.24,0,10.8,9.8,1.0,9.8,9.8,9.8,9.8,7.5,67.2
0,1,358,19,6,21,16,190,86.22,0,10.8,10.8,1.0,10.8,10.8,10.8,10.8,9.4,75.1
0,1,165,15,6,9,4,66,87.52,0,11.0,10.9,1.0,10.9,10.9,10.9,10.9,10.0,76.7
0,0,388,61,6,19,3,47,86.51,0,11.0,10.8,1.2,10.8,10.8,10.8,10.8,10.6,76.9
1,0,388,61,6,27,1,47,83.28,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.6,73.2
0,0,602,93,6,4,10,97,84.88,0,10.8,10.6,1.0,10.6,10.6,10.6,10.6,11.3,76.1
1,0,286,15,6,5,10,161,84.64,1,10.7,10.6,1.0,10.6,10.6,10.6,10.6,10.0,74.6
0,1,188,11,6,4,5,57,81.33,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.6
0,0,602,93,6,4,28,97,84.47,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.7
0,0,245,61,6,12,10,256,85.29,1,10.8,10.7,1.0,10.7,10.7,10.7,10.7,10.6,75.8
1,0,774,93,6,12,23,192,84.21,1,10.3,10.5,1.0,10.5,10.5,10.5,10.5,11.3,75.2
1,1,629,93,6,6,25,126,87.87,0,11.1,11.0,1.0,11.0,11.0,11.0,11.0,11.3,78.2
0,0,77,61,6,12,8,169,85.46,1,10.6,10.7,1.0,10.7,10.7,10.7,10.7,10.6,75.7
1,0,38,58,6,15,4,104,79.26,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,7.5,68.1
1,0,45,19,6,6,17,78,81.15,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,9.4,71.4
0,0,322,37,6,13,9,188,82.94,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.7
0,0,311,21,6,9,1,161,83.99,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,7.5,70.6
1,0,667,15,6,25,3,104,78.47,0,10.6,9.8,1.0,9.8,9.8,9.8,9.8,10.0,70.6
0,1,163,37,6,22,1,144,82.98,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,69.9
0,0,711,61,6,4,10,153,86.33,0,10.5,10.8,1.0,10.8,10.8,10.8,10.8,10.6,76.1
1,0,774,93,6,4,6,192,82.82,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.5
0,0,452,19,6,1,3,307,82.05,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,9.4,72.0
0,1,48,15,6,21,6,46,84.35,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.0,74.4
0,1,358,19,6,20,1,190,80.14,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,9.4,69.6
0,1,36,15,6,9,1,84,86.35,0,10.9,10.8,1.1,10.8,10.8,10.8,10.8,10.0,78.6
0,0,178,11,6,10,28,142,80.94,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.2
1,1,37,19,6,5,10,185,78.27,0,9.9,9.8,1.0,9.8,9.8,9.8,9.8,9.4,69.2
0,0,490,16,6,21,1,64,82.74,0,10.6,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.9
0,1,36,15,6,21,28,84,86.87,0,11.0,10.9,1.1,10.9,10.9,10.9,10.9,10.0,76.3
1,1,196,58,6,6,28,118,83.47,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.0
0,0,802,93,6,12,25,19,86.19,1,10.0,10.8,1.0,10.8,10.8,10.8,10.8,11.3,76.1
1,0,749,15,6,12,5,4,88.24,1,10.1,11.0,1.0,11.0,11.0,11.0,11.0,10.0,76.3
0,1,221,11,6,9,28,189,82.09,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.3
0,1,322,37,6,21,3,233,82.55,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.5
0,0,479,91,2,21,28,205,76.05,0,9.6,9.5,1.0,9.5,9.5,9.5,9.5,7.5,65.6
0,0,340,19,6,25,9,415,83.16,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,9.4,72.9
0,0,479,91,2,14,28,205,77.99,0,9.7,9.7,1.0,9.7,9.7,9.7,9.7,7.5,66.9
0,0,308,15,6,9,25,105,82.09,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.0,72.7
0,0,348,19,6,1,17,131,81.64,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,9.4,70.6
0,0,396,19,6,4,15,23,84.49,0,10.6,10.6,1.0,10.6,10.6,10.6,10.6,9.4,73.7
0,0,678,93,6,10,1,143,81.99,0,10.6,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.1
0,1,741,64,6,4,6,40,90.11,0,10.6,11.3,1.0,11.3,11.3,11.3,11.3,7.5,75.4
1,0,37,19,6,22,8,185,81.36,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,9.4,71.5
0,0,429,93,6,8,6,109,82.67,1,10.5,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.4
0,0,602,93,6,5,10,125,84.07,1,10.7,10.5,1.0,10.5,10.5,10.5,10.5,11.3,75.5
0,1,396,19,6,6,15,23,83.74,0,10.5,10.5,1.0,10.5,10.5,10.5,10.5,9.4,73.2
0,1,396,19,6,4,17,23,86.27,0,10.8,10.8,1.0,10.8,10.8,10.8,10.8,9.4,75.1
1,0,173,15,6,8,10,124,85.16,1,10.7,10.6,1.0,10.6,10.6,10.6,10.6,10.0,74.9
0,0,306,9,6,21,28,189,83.44,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,7.5,71.2
1,0,354,19,6,25,28,217,83.04,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,9.4,72.8
0,1,249,13,7,1,8,143,83.57,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.2
0,0,780,61,6,4,15,9,90.55,1,10.5,11.3,1.1,11.3,11.3,11.3,11.3,10.6,78.8
0,1,134,17,7,1,14,180,84.63,0,10.6,10.6,1.0,10.6,10.6,10.6,10.6,7.5,72.0
0,0,438,91,2,9,27,234,76.37,0,9.6,9.5,1.0,9.5,9.5,9.5,9.5,7.5,65.9
0,0,452,19,6,10,5,182,81.39,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,9.4,71.6
0,0,318,11,6,4,6,101,84.23,0,10.7,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.8
0,0,283,18,6,9,7,214,85.72,0,10.8,10.7,1.0,10.7,10.7,10.7,10.7,7.5,72.8
0,1,173,15,6,10,4,124,87.51,0,11.2,10.9,1.0,10.9,10.9,10.9,10.9,10.0,76.9
0,0,246,3,6,21,9,245,80.73,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.2
0,1,678,93,6,4,10,156,84.98,0,10.2,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.6
0,0,340,19,6,25,27,415,81.3,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,9.4,71.5
0,0,428,9,6,10,28,120,83.86,0,10.6,10.5,1.1,10.5,10.5,10.5,10.5,6.3,70.3
0,0,473,76,4,14,28,71,81.18,0,10.1,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.4
0,0,689,59,6,4,10,97,85.31,0,10.1,10.7,1.0,10.7,10.7,10.7,10.7,7.5,72.0
0,0,429,93,6,21,16,259,83.61,1,10.7,10.5,1.0,10.5,10.5,10.5,10.5,11.3,75.2
0,1,338,93,6,13,7,106,83.35,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.9
0,0,19,93,6,10,11,131,82.03,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,11.3,73.9
0,0,437,9,6,4,5,200,79.07,0,10.0,9.9,1.0,9.9,9.9,9.9,9.9,7.5,67.9
0,0,103,61,6,14,0,33,81.01,1,10.2,10.1,1.0,10.1,10.1,10.1,10.1,10.6,72.5
